,Nome,Localização,Data,Tweet,classe
170,vitinhocouti,"Mauá, Brasil",2021-01-15 20:53:08,@zmatheww q ódio fico malr,ódio
171,tuitanay,pvhell/opo,2021-01-15 20:53:07,"acabei wandavision agora vou ficar ansiosa por uma semana até sair o próximo ep, no pique de quando eu tava vendo the boys q ódio",ódio
172,24gabriel_,"Duque de Caxias, Brasil",2021-01-15 20:53:06,"Q ódio da cr do Lázaro ele entra nas redes social dele no meu cel e dps ficar chegando notificação, 🙄🤦🏻‍♂️",ódio
173,vvsccp,"Jardim Ângela, São Paulo",2021-01-15 20:53:04,@_lauramedri eu amo chupar uma bomba????? KKKKKKKKKKKK q odio,ódio
174,IFSCHARLEA,miles,2021-01-15 20:53:04,qria tanto postar essas fotos aqui Q ODIO,ódio
175,JBechelloone,  🏰,2021-01-15 20:53:04,"RT @Monique1santana: Vi a reportagem agr e me deu um ódio tão grande, falando que os cr mataram os meninos por causa que roubaram uma gaiol…",ódio
176,Cassian11268763,dentro de casa,2021-01-15 20:53:03,A eterna obsessão fálica do gabinete do ódio. https://t.co/ftB4fGD3EF,ódio
177,umbrellerxstan,"New York, USA",2021-01-15 20:53:03,"@sinkgleice eu diria relação de amor e ódio, e agr é só amor 

https://t.co/4JDupGBUec",ódio
178,mcsgrey,she/her,2021-01-15 20:53:03,n me dão in em nenhum squad de friends ÓDIO vou criar um então,ódio
179,lollyinmusic,"São Paulo, Brasil",2021-01-15 20:53:01,eu que já chorei horrores por algo que nem sei se vai acontecer aí que ódio todo dia isso,ódio
180,Jujudoodledump,,2021-01-15 20:53:01,A WIG QUE EU COMPREI PRA MT LADY É UMA LOIRA ODONTOKKKKKKKK QUE ODIO https://t.co/iKJ9md3np6,ódio
181,hhabitxstyless,🇵🇹,2021-01-15 20:53:01,RT @marwanpride: VEI EU AMO ESSA RELAÇÃO GENUÍNA DE FRATERNIDADE QUE ELES TÊM QUE ÓDIO https://t.co/1LFyl86Ph0,ódio
182,biadelvalle,"Rio de Janeiro, Brasil",2021-01-15 20:53:01,Não dá com Bruno kkkkkkkkkkkkkque ódio,ódio
183,maiaranunescrf,,2021-01-15 20:53:00,@leveaguiarr Cara muito isso!!! Que ódio do IG mas não consigo sair de lá,ódio
184,strawberrybl1nk,!ot4♡,2021-01-15 20:53:00,Não tem coisa que me dá mais odio que abusador e pessoa que tenta justificar e defender o abusador,ódio
185,iamkauaxo,"Osaka-shi Konohana-ku, Osaka",2021-01-15 20:52:59,nao consigo fazer um tweet de odio,ódio
186,edciro,,2021-01-15 20:52:59,RT @cvezinha: amiga você que tem dinheiro doa e eu que não tenho instigo o ódio contra os culpados com a divisão de funções na equipe vamos…,ódio
187,cleytonlea,"Belém, Brasil",2021-01-15 20:52:59,"RT @saritacoelho: Há 862 dias, um ex-integrante do partido de Freixo tentou assassinar o Bolsonaro. O ódio é um método dessa gente que nos…",ódio
188,PenteadoProf,,2021-01-15 20:52:59,RT @slpng_giants_pt: O @bancopan sabe que investir sua publicidade em um canal no @YouTubeBrasil que incentiva a disseminação de fake news…,ódio
189,uchihahaise,#ノーナ: あなたは人々が持っている最も原始的な感情が何であるか知っていますか？ それは恐れです。.,2021-01-15 20:52:58,que ódio toda hora aparece coisa de dr stone e eu fiz uma promessa comigo mesma que só ia começar outro anime quand… https://t.co/mVKw1Dnu5e,ódio
190,llorracsa,"Vitória da Conquista, Bahia ",2021-01-15 20:52:58,"RT @MeteOloko__cmg: Meu ódio pelo governo tá a um nível absurdo, não acredito q vou perder o Enem por incompetência de qm criou o sistema d…",ódio
191,bebeld,"Sao Paulo, Brazil",2021-01-15 20:52:58,@LucianoHuck A CARA DE PAU NAO QUEIMA NAO NE?? NA HORA DE ELEGER ESSE SOCIOPATA GENOCIDA TAVA LA TIRANDO FOTINHA JU… https://t.co/X1uz2tXCkW,ódio
192,godxhyo,once | fan account,2021-01-15 20:52:57,"RT @gcforjimeo: *jungkook desmaia*

yoongi: e agora?

hobi: PELO AMOR DE DEUS O QUE A GENTE FAZ AGORA?

jimin: fica calmo, vou fazer uma re…",ódio
193,RayssaNyari1,,2021-01-15 20:52:57,@Jotavediniz @etserbu NO MEU ANIVERSÁRIO KKKKKKKKKKKKKKKKK que ódio,ódio
194,livia_0liveira,"Petrópolis, Brasil",2021-01-15 20:52:56,Cheia de ódio,ódio
195,Anderso25837939,,2021-01-15 20:52:54,"RT @samydana: Toda vez que publico algo, algum avatar ou militante da turma do ""ódio do bem"" ironiza sobre o modelo que fizemos sobre o pic…",ódio
196,ferreiraa__ale,,2021-01-15 20:52:54,RT @F0T0S0: ela contando o passado dela // eu so observando no puro odio https://t.co/1Qlstf6INZ,ódio
197,surtadapelopop,"São Paulo, Brasil",2021-01-15 20:52:54,@lovatthw aí que ódio,ódio
198,hyunsoulies,˒𓏲 𝟎𝟎 : 𝟗𝟕 : 𝟗𝟓 𖧧࣪ ,2021-01-15 20:52:53,n minha gente pq eu consigo imaginar as lipves dançando essa q odio bbc eu te odeio tanto https://t.co/I7KCZUOvp5,ódio
199,vanessatnv,Brasil ,2021-01-15 20:52:53,to num mix de muito ódio e tristeza lendo as notícias,ódio
200,damaziop_,"Curitiba, Brazil",2021-01-15 20:53:22,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
201,lupandorlupus,Brasil,2021-01-15 20:53:21,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
202,darkelias_2,,2021-01-15 20:53:16,"RT @ErikakHilton: Não faz mais que a obrigação, na minha opinião. Mas entendo a revolta... Alias, deve ser mesmo revoltante ficar marcado n…",revolta
203,k1nvlla,"São Mateus, Brasil",2021-01-15 20:53:02,"a minha teoria é: Carlos Bolsonaro se revolta com o pai, pede sua saída e de quebra mostra sua janta de hoje (o con… https://t.co/ny1vtSpsGB",revolta
204,mimixxz,Hawkins,2021-01-15 20:52:47,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
205,liana_Lcia,"Boa Vista, Brasil",2021-01-15 20:52:46,"RT @direitasiqueira: QUE BOM QUE O BRASILEIRO SE REVOLTA MAIS COM PEDALADA FISCAL QUE COM GENTE MORRENDO SUFOCADA EM HOSPITAL, NÉ? 🇧🇷",revolta
206,marioromualdo,Belo Horizonte,2021-01-15 20:52:45,"Os bacaninhas tao vendo todo dia as bandeiras antifas em todos os protestos, desde o dia 0 dessa merda de governo,… https://t.co/FM1NNIXzX3",revolta
207,rapoxsa,,2021-01-15 20:52:42,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
208,Poe_Toaster,"Vitória da Conquista, Brasil",2021-01-15 20:52:40,Como pode? É de sentir ânsia de tanta revolta! https://t.co/OgJhSPMPl8,revolta
209,TheArchNegro,"Out of Jupiter, on Brazil",2021-01-15 20:52:36,"RT @ErikakHilton: Não faz mais que a obrigação, na minha opinião. Mas entendo a revolta... Alias, deve ser mesmo revoltante ficar marcado n…",revolta
210,tmoyz,,2021-01-15 20:52:29,"RT @ErikakHilton: Papo reto - Diante do acúmulo e dos novos crimes cometidos pela polícia bolsonarista, escancara-se um espaço e revolta e…",revolta
211,felipemianes,Porto Alegre,2021-01-15 20:52:17,@najladiniz Bater panela do alto de seu castelo é tranquilo... a revolta do brasileiro sempre é menor do que a preg… https://t.co/6KfzaqKpe8,revolta
212,Felipe_Silva84,"Rio de Janeiro, Brasil",2021-01-15 20:52:16,@manuladaim Mas na hora de fechar o contrato com os Texans ele não ficou indignado não defendendo a organização mas… https://t.co/CxE5OiU63w,revolta
213,AnjokaBramax,Around the world🌎,2021-01-15 20:52:11,"Não, não sou Doriana.

Mas, a politização no @minsaude é tão vergonhosa, q provoca muita revolta.

DESGRAÇADOS!… https://t.co/LfJrHR2Lk0",revolta
214,forastieri_msf,"Campo Grande, Brasil",2021-01-15 20:52:08,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
215,samsilvabitt,"Belo Horizonte, Brasil",2021-01-15 20:52:07,@LeticiaReiss2 Minha mãe reclamou uma vez também. A revolta é generalizada,revolta
216,Paulo_H_Cavalli,,2021-01-15 20:52:00,"RT @direitasiqueira: QUE BOM QUE O BRASILEIRO SE REVOLTA MAIS COM PEDALADA FISCAL QUE COM GENTE MORRENDO SUFOCADA EM HOSPITAL, NÉ? 🇧🇷",revolta
217,Duudix_,,2021-01-15 20:51:55,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
218,Airton40647778,,2021-01-15 20:51:40,"RT @RafaelFontana: Sírio pra mim.
Sifu pra vocês.
https://t.co/dWp3pnThha",revolta
219,Any_angxl,,2021-01-15 20:51:40,"RT @anyzigi: me revolta que estejam problematizando uma tag por conta de ser para a any, estavam subindo tag para outros integrantes e esta…",revolta
220,vitoriascruzr,Carioca,2021-01-15 20:51:35,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos https://t.co/g0vMFYHV16",revolta
221,CleversonDosS10,"Altos de Sumaré, Sumaré",2021-01-15 20:51:34,"Impressão a minha ou poderemos ter denovo a revolta de 32 kkkkk 
Dessa vez entendo que são Paulo ganha . https://t.co/cOp9ByWyHZ",revolta
222,VICKSANTOZZZ,,2021-01-15 20:51:30,"Eu simplesmente ODEIO falar de política ou expor minha opinião sobre esse assunto, mas depois de toda essa situação… https://t.co/uYUedp08d5",revolta
223,arroganteCEC,,2021-01-15 20:51:30,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
224,Kauan_Gomes1,No fundo do poço,2021-01-15 20:51:25,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
225,gui299842,Joinville ,2021-01-15 20:51:24,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
226,FrancelyCativoo,,2021-01-15 20:51:22,"RT @DucaTambasco: cadê a revolta dos pastores bolsonaristas com o que tá acontecendo em Manaus?
ou a idolatria ao mito é maior que o amor a…",revolta
227,cadu4rio,where my mind leads me...,2021-01-15 20:51:15,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
228,_akaCabson_,ZN ,2021-01-15 20:51:10,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
229,kllngmsf,,2021-01-15 20:51:07,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
230,helenadanik,,2021-01-15 20:51:05,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
231,fergotmad,,2021-01-15 20:51:03,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
232,nandatm8,"Yavin 4, RJ",2021-01-15 20:51:02,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
233,petenuccineto,Ubirajara SP,2021-01-15 20:50:56,"RT @GalizaAr: Somamos a nossa revolta à indignação do nosso presidente , contra esse marginal @jdoriajr ! #BolsonaroAte2026 , doa a quem do…",revolta
234,bahrocker,BH,2021-01-15 20:50:56,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
235,Blowme_girl,Rj,2021-01-15 20:50:48,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
236,LunaAnimo,,2021-01-15 20:50:44,"Vocês estão mesmo a dizer-me por por ""revolta contra o confinamento"" as pessoas estão a fazrr boicote às eleições,… https://t.co/xBDYh0uGhF",revolta
237,anyssweetener,friends for life ,2021-01-15 20:50:37,"RT @anyzigi: me revolta que estejam problematizando uma tag por conta de ser para a any, estavam subindo tag para outros integrantes e esta…",revolta
238,Fadbgirl__,Brasil,2021-01-15 20:50:36,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
239,Richard1Kimble,,2021-01-15 20:50:33,"RT @Rconstantino: Diante deste quadro, seria de se imaginar que a revolta se voltasse contra tais “gestores”. Mas não! Os opositores do gov…",revolta
240,valroprado1,,2021-01-15 20:50:31,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
241,Samtuita_,Circo 🎪,2021-01-15 20:50:29,"@astefanibays Infelizmente sim. Me pergunto até quando isso vai continuar dessa maneira, sempre querendo colocar a… https://t.co/X1NzH57HKP",revolta
242,Ericles_Michel,,2021-01-15 20:50:26,@Laiilavelloso Eita a revolta da garotah,revolta
243,osires_de,,2021-01-15 20:50:21,"RT @Vika8081: Nova campanha nas redes.
Deixem de seguir: 
- Mandrião
- Bananinha
- Tonho da Lua
- Laranjinha
- Bia kicis
- Carla Zambelli
E…",revolta
244,P_FREITAS_,"Rio de Janeiro, Brasil",2021-01-15 20:50:21,"RT @LuluSantos: Tristeza
Nojo
Ódio 
Revolta

Repete",revolta
245,cambauvav,"Bauru, Brasil",2021-01-15 20:50:16,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
246,6Diabo,SMSS J215728.21-360215.1.,2021-01-15 20:50:06,"RT @GalizaAr: Somamos a nossa revolta à indignação do nosso presidente , contra esse marginal @jdoriajr ! #BolsonaroAte2026 , doa a quem do…",revolta
247,carai_san,,2021-01-15 20:50:06,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
248,jesca1_crvg,"Guaratiba, Rio de Janeiro",2021-01-15 20:49:59,"RT @LuluSantos: Tristeza
Nojo
Ódio 
Revolta

Repete",revolta
249,_ldaantas,"São Paulo, Brasil",2021-01-15 20:49:52,"RT @DucaTambasco: cadê a revolta dos pastores bolsonaristas com o que tá acontecendo em Manaus?
ou a idolatria ao mito é maior que o amor a…",revolta
250,neybrubs,"Rio de Janeiro, Brasil",2021-01-15 20:49:52,RT @mydivabru: me revolta que ninguém faz nada pra tentar impedir as merdas desse canalha,revolta
251,Joelson_Adson,,2021-01-15 20:49:40,"RT @RafaelFontana: Sírio pra mim.
Sifu pra vocês.
https://t.co/dWp3pnThha",revolta
252,Leoblack_White,"Manaus, Brasil",2021-01-15 20:49:35,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
253,Joclau53,Rio de Janeiro - RJ,2021-01-15 20:49:29,RT @DCM_online: VÍDEO – Neto se revolta com caos em Manaus e diz a Neymar: ‘Não vai ajudar? https://t.co/8QgbSNpUqM,revolta
254,Let_Alm,"Barra Mansa, RJ",2021-01-15 20:49:20,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
255,daniel_gcn,,2021-01-15 20:49:20,"RT @direitasiqueira: QUE BOM QUE O BRASILEIRO SE REVOLTA MAIS COM PEDALADA FISCAL QUE COM GENTE MORRENDO SUFOCADA EM HOSPITAL, NÉ? 🇧🇷",revolta
256,settaum,na tua mente ,2021-01-15 20:49:19,@osuZ3R0 Revolta é aquele ex proplayer em atividade?,revolta
257,dprsaturn,,2021-01-15 20:49:03,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
258,CamilaM90035837,"Uberlândia, Brasil",2021-01-15 20:48:55,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
259,LeonardoJ_Silva,BRAZIL,2021-01-15 20:48:53,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
260,MARCOSMarval,,2021-01-15 20:48:49,"Imagine-se em 1904, no meio de uma epidemia de febre amarela. Você tomaria à vacina contra a doença, ou aderiria à revolta da vacina?",revolta
261,XandaoTeixeira,"Salvador, Brasil",2021-01-15 20:48:47,"@LuluSantos O texto expressa toda angústia, tristeza, revolta e indignação do povo brasileiro!! #ForaBolsonaro… https://t.co/zc7mKUCpti",revolta
262,Abde12038648,,2021-01-15 20:48:44,Que revolta que dá... https://t.co/5xIZpGMtrY,revolta
263,nini22700211,"Rio de Janeiro, Brasil",2021-01-15 20:48:39,"@revistaoeste Senador,roubaram demais! Kd o dinheiro? Kd a revolta contra o STF q tirou do Presidente o poder e tra… https://t.co/FMLH09uPfN",revolta
264,Kallyneee__,"Maranhão, Brazil",2021-01-15 20:48:32,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
265,joana_almeiida,,2021-01-15 20:48:31,"RT @marianamontzz: tanta revolta com as escolas, quem vê nem pensa que estiveram em casas alugadas com 20 amigos pq não sabiam passar o ano…",revolta
266,inseongsfox,,2021-01-15 20:48:31,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos https://t.co/g0vMFYHV16",revolta
267,takeyoularry,Summer Paradise,2021-01-15 20:48:25,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
268,RODRIGO281526,,2021-01-15 20:48:17,"RT @Rconstantino: Diante deste quadro, seria de se imaginar que a revolta se voltasse contra tais “gestores”. Mas não! Os opositores do gov…",revolta
269,jucilenedasil20,,2021-01-15 20:48:13,"@marcofeliciano Na hora de fazer para Dilma por causa de uma pedalada, q o Bozo faz direto , agora matando pessoas… https://t.co/D9ukukq5zr",revolta
270,dedeh_,,2021-01-15 20:48:11,Revolta da vacina pra ontem,revolta
271,Atop1co,,2021-01-15 20:48:06,Serio velho quando q nois vai mat4 um por um da familia do bozo!????? Fala pra mim a religião de vcs n deve condenar revolta,revolta
272,PEC56URGENTE,Rio de Janeiro,2021-01-15 20:47:45,"RT @Rconstantino: Diante deste quadro, seria de se imaginar que a revolta se voltasse contra tais “gestores”. Mas não! Os opositores do gov…",revolta
273,CamaradaHidalgo,,2021-01-15 20:47:39,@crisvector @CosmonautaPato Revolta da vacina. Vamos pras ruas!,revolta
274,hangjiminie,armyonce + lovatic ,2021-01-15 20:47:38,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
275,Micaela120304,,2021-01-15 20:47:35,"RT @GalizaAr: Somamos a nossa revolta à indignação do nosso presidente , contra esse marginal @jdoriajr ! #BolsonaroAte2026 , doa a quem do…",revolta
276,lebweins,Osasco,2021-01-15 20:47:28,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
277,junqluu,Sanja ,2021-01-15 20:47:25,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
278,MitoBonoro38,"São Paulo, Brasil",2021-01-15 20:47:14,"RT @Rconstantino: Diante deste quadro, seria de se imaginar que a revolta se voltasse contra tais “gestores”. Mas não! Os opositores do gov…",revolta
279,LanaAra72875885,"Rio de Janeiro, Brasil",2021-01-15 20:47:13,"RT @RafaelFontana: Sírio pra mim.
Sifu pra vocês.
https://t.co/dWp3pnThha",revolta
280,anxsjulia,,2021-01-15 20:47:07,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
281,AnaLauraSoledad,she/her,2021-01-15 20:47:05,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
282,olemmarc,,2021-01-15 20:47:03,"RT @RafaelFontana: Sírio pra mim.
Sifu pra vocês.
https://t.co/dWp3pnThha",revolta
283,JhwWaite,"Rio de Janeiro, Brasil",2021-01-15 20:47:01,RT @FabioPorchat: Nao tem como ajudar. Uma tristeza. Temos que transformar esta impotência de quem gostaria de ajudar em revolta contra est…,revolta
284,Xavier21Pereira,,2021-01-15 20:46:52,@dpeseiro @Sporting_CP Eles lá querem saber dos nossos comentários para alguma coisa? Vocês não estão mesmo a par d… https://t.co/GJ1iMBiNtE,revolta
285,marcospperillo,,2021-01-15 20:46:49,"RT @RafaelFontana: Sírio pra mim.
Sifu pra vocês.
https://t.co/dWp3pnThha",revolta
286,lumipsia,,2021-01-15 20:46:47,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
287,_nicospfc,👼,2021-01-15 20:46:44,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
288,bi_scate_,,2021-01-15 20:46:41,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
289,joewilde11,Belém ,2021-01-15 20:46:37,"RT @RafaelPolidoro2: quanto mais ansioso eu fico, menos eu uso o twitter. Passei aqui pra desejar a todas e todos nós saúde mental, pq a se…",revolta
290,badiz_p,,2021-01-15 20:46:29,"RT @GalizaAr: Somamos a nossa revolta à indignação do nosso presidente , contra esse marginal @jdoriajr ! #BolsonaroAte2026 , doa a quem do…",revolta
291,banamorais,"Minas Gerais, Brasil",2021-01-15 20:46:26,RT @rotchajunior: as forças da direita tão vendo que o impedimento do bolsonaro é inevitável e já se adiantam na corrida do protagonismo de…,revolta
292,paulopinho2006,,2021-01-15 20:46:24,RT @DCM_online: VÍDEO – Neto se revolta com caos em Manaus e diz a Neymar: ‘Não vai ajudar? https://t.co/8QgbSNpUqM,revolta
293,tiba_cps,"Campinas , São Paulo , Brazil",2021-01-15 20:46:24,@DatenaOficial @brasilurgente Ainda bem que lendo os comentários vejo a revolta de todos com esse pífio desemprenho… https://t.co/41CB3KTX13,revolta
294,BrunoxMC,Brazil,2021-01-15 20:46:20,Brasil passou os últimos anos atacando a cultura... agora os artistas que sofreram com isso tudo aqui ajudando... m… https://t.co/MN0IMLDU0x,revolta
295,SerjaoPeixeGay,,2021-01-15 20:46:18,"RT @LuluSantos: Tristeza
Nojo
Ódio 
Revolta

Repete",revolta
296,jaolrg,"Campo Grande, Brasil",2021-01-15 20:46:16,tenho a impressão q todo mundo terceiriza uma revolta popular desde o primeiro crime do presidente e enquanto isso tudo vai piorando,revolta
297,iamttriz,,2021-01-15 20:46:13,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
298,paulovitor587,"Brasília, Brasil",2021-01-15 20:46:06,"RT @jgabrieldiass: o filho gay sempre tem uma hora que se revolta contra o pai conservador..  muito bem, Carlinhos",revolta
299,CamaradaHidalgo,,2021-01-15 20:46:06,Quem diria que a revolta da vacina seria dessa forma. https://t.co/r4Z6bBbJFW,revolta
300,XandimdoZap,to por ai man,2021-01-15 20:53:38,"kakkakakakakak hj eu surtei aqui, perdão",perdão
301,ororaimense,"Boa Vista, Brasil",2021-01-15 20:53:36,"Com o perdão da palavra, mas se você ainda apoia @jairbolsonaro e a sua corja de seguidores, você tem mais é que se fuder juntos com eles.",perdão
302,MatosRudi,,2021-01-15 20:53:19,Não aceito perdão! https://t.co/fbN4GUA5j5,perdão
303,biancaxs_,013 🌴,2021-01-15 20:53:09,"RT @lndiretasz: Pra mim o maior pedido de desculpa é a mudança de comportamento, não adianta chorar pedindo perdão e continuar fazendo merd…",perdão
304,inuyasha_natsu,˒ ♥︎ ゛𓂃  ғᴀɪʀʏ   𓏲   ᴛᴀɪʟ ៸៸,2021-01-15 20:53:08,@DEKUC0SMIC Mas sou os dois perdão kkkk,perdão
305,CenoritaMelissa,,2021-01-15 20:52:26,Essas pessoas tem sangue em suas mãos e deveriam pedir perdão a Deus por fazer isso toda vez que colocam a cabeça n… https://t.co/SkK3AqdG6y,perdão
306,hr7fxp,bxd ,2021-01-15 20:52:20,RT @Tremm2c: Se traição tivesse perdão o diabo ainda estaria do lado de Jesus,perdão
307,ProudBeausavany,,2021-01-15 20:52:15,@umbrelladmss Abóbora* perdão,perdão
308,PessoasBabacas,,2021-01-15 20:52:10,"@stpiox Eu recebi o print daquela forma, perdão 

🇧🇷",perdão
309,_MEFS_,,2021-01-15 20:52:09,@franca1908_ @silviagsl vish nao sabia disso ai perdão moça sorry,perdão
310,toffyuy,toff/yuy,2021-01-15 20:52:00,"@Tetedollin esqueci dos remedios de esquizofrenia
perdao",perdão
311,mack4Miley,Nas mãos de Deus ,2021-01-15 20:51:53,"RT @sepmemes_: ENTÃO QUER DIZER QUE O PRESIDENTE DO SANTOS JÁ TÁ COMEMORANDO O TÍTULO DA LIBERTADORES?

REALMENTE, NINGUÉM SERÁ CAPAZ DE TI…",perdão
312,AMYSTERIOUS_,Detective Holmes ⌕ ,2021-01-15 20:51:44,"⠀⠀⠀ 
⠀⠀⠀ ⠀─┈ 🔎◞ Uau, pelo visto foi uma boa notícia. Se me permite saber, o que foi? Sou curiosa, perdão. https://t.co/HjydX2aHxn",perdão
313,uzuigflwrer,눈 ‸ 눈  # 私のボーイフレンドに触れないでください！ — 💢 まさしく私のもの %% 𝗿𝗲𝗻𝗴𝗼𝗸𝘂 !! 🆘 危険 \ 𝗖𝗛𝗜𝗞𝗔𝗥𝗔 / 嫌い :-! 私は怒っているんだ  ᯬᯬ  しかし、私はあなたを愛しています,2021-01-15 20:51:43,RT @outgojo: mahito stans meu perfil não é seguro pois xingo o mahito sempre que lembro da existência dele e odeio ele com todo o meu fôleg…,perdão
314,vantevocaly,⌕ #jvkm's loveclub !! ♥︎,2021-01-15 20:51:43,@kthywizard perdão então,perdão
315,Laravigel_,Santo Berço,2021-01-15 20:51:38,"RT @noronhesa: esqueci de postar ontem perdão😔🙏
tá aqui meu Roger pra vcs💙
#Queen https://t.co/rOJdYjZlla",perdão
316,musarthy,Hope World,2021-01-15 20:51:31,@jeonjungkookpjm @DAHproject Então pode ser em qualquer site desde que seja um produto oficial? (Perdão por tantas dúvidas),perdão
317,eucrystian_,,2021-01-15 20:51:16,"RT @hanakhalil: GENTE A TAG É SEM ACENTO!!! perdão!

OXIGENIO PARA MANAUS",perdão
318,cadinhosimoes,,2021-01-15 20:51:05,"@sergiotodoprosa Não é correto cobrar a grandeza revolucionária de Prestes de alguém comum.

Neoliberais são tão as… https://t.co/YchcuBOJ7f",perdão
319,deagusboys,TARDIS,2021-01-15 20:51:02,"@s0nnenblume_ eu sem terminar de ler automaticamente li ""cu"", perdão 🙏",perdão
320,grazykkkkkkk,,2021-01-15 20:50:53,RT @Allana_es: narcisista ao ponto de não entender como ele n me quis? perdão rs,perdão
321,kekebursin,Brasil,2021-01-15 20:50:50,perdão fazer análise agora tava off,perdão
322,Saah_______,~ cнαℓє 6 ~ rαvєทcℓαω ~,2021-01-15 20:50:44,"tô com preguiça de terminar o edit, perdão galera, mas jacob peralta já tem edits dms no mundo",perdão
323,maluanchietas,ilha do amor,2021-01-15 20:50:25,Quero pedir encarecidamente o perdão da Beyoncé pelo inglês fuleiro e pela cantoria ruim 🙏🏽 https://t.co/JTsmbQs6Zs,perdão
